order_id,customer_id,customer_name,product_id,product_name,category,order_date,quantity,price,revenue,region,payment_method,order_month,order_year,customer_id,recency,frequency,monetary,r_score,f_score,m_score,customer_segment
ORD21208,CUST12207,Bharath Gaur,PROD11308,Saree,Fashion,4/4/2026,8,5083,40664,South,Upi,April    ,2026,CUST6646,1,1,36478,3,3,3,Others
ORD21209,CUST12208,Megha Saxena,PROD11309,Coffee Maker,Electronics,4/4/2026,6,6159,36954,North,Credit Card,April    ,2026,CUST10414,1,1,36480,3,3,3,Others
ORD21210,CUST12209,Vikram Patel,PROD11310,File Folder,Stationary,4/4/2026,2,9663,19326,East,Debit Card,April    ,2026,CUST14805,1,1,36480,3,3,3,Others
ORD21211,CUST12210,Harpreet Singh,PROD11311,Laptop,Electronics,4/4/2026,17,6057,102969,North,Credit Card,April    ,2026,CUST14468,1,1,36487,3,3,3,Others
ORD21212,CUST12211,Paul Joseph,PROD11312,Shoes,Fashion,4/4/2026,19,4493,85367,West,Cod,April    ,2026,CUST25435,1,1,36504,3,3,3,Others
ORD21213,CUST12212,Pooja Joshi,PROD11313,Phone,Electronics,4/4/2026,11,3137,34507,South,Upi,April    ,2026,CUST9475,1,1,36512,3,3,3,Others
ORD21214,CUST12213,Jasleen Kaur,PROD11314,Headphones,Electronics,4/4/2026,19,4111,78109,North,Credit Card,April    ,2026,CUST12800,1,1,36515,3,3,3,Others
ORD21215,CUST12214,Rahul Sharma,PROD11315,Desk,Furniture,4/4/2026,3,3933,11799,East,Debit Card,April    ,2026,CUST20764,1,1,36518,3,3,3,Others
ORD21216,CUST12215,Priya Verma,PROD11316,Laptop,Electronics,4/4/2026,20,8323,166460,North,Credit Card,April    ,2026,CUST20299,1,1,36524,3,3,3,Others
ORD21217,CUST12216,Amit Singh,PROD11317,Dslr Camera,Electronics,4/4/2026,7,9127,63889,West,Cod,April    ,2026,CUST18473,1,1,36531,3,3,3,Others
ORD21218,CUST12217,Rahul Sharma,PROD11318,Running Shoes,Fashion,4/4/2026,19,8512,161728,South,Upi,April    ,2026,CUST14355,1,1,36534,3,3,3,Others
ORD21219,CUST12218,Neha Gupta,PROD11319,T-Shirt,Fashion,4/4/2026,20,8763,175260,North,Credit Card,April    ,2026,CUST6291,1,1,36535,3,3,3,Others
ORD21220,CUST12219,Rahul Sharma,PROD11320,Handbag,Accessories,4/4/2026,16,2830,45280,East,Debit Card,April    ,2026,CUST3690,1,1,36536,3,3,3,Others
ORD21221,CUST12220,Arjun Reddy,PROD11321,Dining Table,Furniture,4/4/2026,15,3041,45615,North,Credit Card,April    ,2026,CUST5861,1,1,36540,3,3,3,Others
ORD21222,CUST12221,John Mathew,PROD11322,Coffee Maker,Electronics,4/4/2026,10,497,4970,West,Cod,April    ,2026,CUST9431,1,1,36540,3,3,3,Others
ORD21223,CUST12222,Daniel George,PROD11323,Table Lamp,Home Decor,4/4/2026,19,9456,179664,South,Upi,April    ,2026,CUST13150,1,1,36545,3,3,3,Others
ORD21224,CUST12223,Ali Khan,PROD11324,Notebook,Stationary,4/4/2026,3,6386,19158,North,Credit Card,April    ,2026,CUST2678,1,1,36552,3,3,3,Others
ORD21225,CUST12224,Rajesh Yadav,PROD11325,Water Bottle,Accessories,4/4/2026,11,7221,79431,East,Debit Card,April    ,2026,CUST9330,1,1,36552,3,3,3,Others
ORD21226,CUST12225,Ramesh Gupta,PROD11326,Gym Dumbbells,Accessories,4/4/2026,17,4008,68136,North,Credit Card,April    ,2026,CUST19412,1,1,36555,3,3,3,Others
ORD21227,CUST12226,Harsh Vardhan,PROD11327,Perfume,Accessories,4/4/2026,3,7807,23421,West,Cod,April    ,2026,CUST18363,1,1,36564,3,3,3,Others
ORD21228,CUST12227,Aditya Roy,PROD11328,Toy Car,Toy,4/4/2026,5,1086,5430,South,Upi,April    ,2026,CUST4913,1,1,36568,3,3,3,Others
ORD21229,CUST12228,Priya Verma,PROD11329,Mobile Charger,Electronics,4/4/2026,11,9324,102564,North,Credit Card,April    ,2026,CUST8997,1,1,36570,3,3,3,Others
ORD21230,CUST12229,Sneha Iyer,PROD11330,Curtains,Home Decor,4/4/2026,18,7678,138204,East,Debit Card,April    ,2026,CUST13508,1,1,36576,3,3,3,Others
ORD21231,CUST12230,David Thomas,PROD11331,Smartphone,Electronics,4/4/2026,10,5134,51340,North,Credit Card,April    ,2026,CUST2513,1,1,36576,3,3,3,Others
ORD21232,CUST12231,Rachel D'Silva,PROD11332,Webcam,Electronics,4/4/2026,16,916,14656,West,Cod,April    ,2026,CUST23764,1,1,36586,3,3,3,Others
ORD21233,CUST12232,Omar Sheikh,PROD11333,Sneakers,Fashion,4/4/2026,20,5565,111300,South,Upi,April    ,2026,CUST3812,1,1,36588,3,3,3,Others
ORD21234,CUST12233,Sunita Mishra,PROD11334,Shirt,Fashion,4/4/2026,5,3863,19315,North,Credit Card,April    ,2026,CUST22602,1,1,36588,3,3,3,Others
ORD21235,CUST12234,Suresh Agarwal,PROD11335,Backpack,Accessories,4/4/2026,8,9109,72872,East,Debit Card,April    ,2026,CUST17104,1,1,36600,3,3,3,Others
ORD21236,CUST12235,Ritika Kapoor,PROD11336,Office Chair,Home Decor,4/4/2026,7,249,1743,North,Credit Card,April    ,2026,CUST12433,1,1,36610,3,3,3,Others
ORD21237,CUST12236,Shruti Das,PROD11337,Blender,Electronics,4/4/2026,20,8526,170520,West,Cod,April    ,2026,CUST2411,1,1,36612,3,3,3,Others
ORD21238,CUST12237,Amit Singh,PROD11338,Ceiling Light,Electronics,4/4/2026,14,4409,61726,South,Upi,April    ,2026,CUST26389,1,1,36618,3,3,3,Others
ORD21239,CUST12238,Karan Malhotra,PROD11339,Pen,Stationary,4/4/2026,20,3883,77660,North,Credit Card,April    ,2026,CUST8159,1,1,36631,3,3,3,Others
ORD21240,CUST12239,Michael D'Souza,PROD11340,Lunch Box,Home ,4/4/2026,7,9695,67865,East,Debit Card,April    ,2026,CUST3078,1,1,36632,3,3,3,Others
ORD21241,CUST12240,Maria Fernandes,PROD11341,Yoga Mat,Accessories,4/4/2026,3,9506,28518,North,Credit Card,April    ,2026,CUST6753,1,1,36632,3,3,3,Others
ORD21242,CUST12241,Imran Hussain,PROD11342,Deodorant,Accessories,4/4/2026,8,2002,16016,West,Cod,April    ,2026,CUST21666,1,1,36635,3,3,3,Others
ORD21243,CUST12242,Deepak Tiwari,PROD11343,Teddy Bear,Toy,4/4/2026,6,6804,40824,South,Upi,April    ,2026,CUST21985,1,1,36635,3,3,3,Others
ORD21244,CUST12243,Anita Jain,PROD11344,Laptop Bag,Accessories,4/4/2026,15,936,14040,North,Credit Card,April    ,2026,CUST16850,1,1,36638,3,3,3,Others
ORD21245,CUST12244,Varun Dhawan,PROD11345,Bedsheet,Home Decor,4/4/2026,20,1196,23920,East,Debit Card,April    ,2026,CUST11016,1,1,36640,3,3,3,Others
ORD21246,CUST12245,Akash Chatterjee,PROD11346,Tablet,Electronics,4/4/2026,2,3449,6898,North,Credit Card,April    ,2026,CUST9707,1,1,36660,3,3,3,Others
ORD21247,CUST12246,Neha Gupta,PROD11347,Power Bank,Electronics,4/4/2026,20,9942,198840,West,Cod,April    ,2026,CUST5422,1,1,36660,3,3,3,Others
ORD21248,CUST12247,Simran Kaur,PROD11348,Formal Shoes,Fashion,4/4/2026,2,748,1496,South,Upi,April    ,2026,CUST13772,1,1,36664,3,3,3,Others
ORD21249,CUST12248,Chris Fernandes,PROD11349,Jeans,Fashion,4/4/2026,12,3185,38220,North,Credit Card,April    ,2026,CUST17282,1,1,36665,3,3,3,Others
ORD21250,CUST12249,Samuel Joseph,PROD11350,Wallet,Accessories,4/4/2026,4,7625,30500,East,Debit Card,April    ,2026,CUST12785,1,1,36672,3,3,3,Others
ORD21251,CUST12250,Faizan Ansari,PROD11351,Sofa,Furniture,4/4/2026,8,5261,42088,North,Credit Card,April    ,2026,CUST23071,1,1,36678,3,3,3,Others
ORD21252,CUST12251,Kavita Shukla,PROD11352,Microwave Oven,Home,4/4/2026,10,2683,26830,West,Cod,April    ,2026,CUST22062,1,1,36680,3,3,3,Others
ORD21253,CUST12252,Nitin Bansal,PROD11353,Floor Lamp,Home Decor,4/4/2026,18,1197,21546,South,Upi,April    ,2026,CUST8163,1,1,36686,3,3,3,Others
ORD21254,CUST12253,Tanya Sharma,PROD11354,Pencil,Stationary,4/4/2026,16,6074,97184,North,Credit Card,April    ,2026,CUST7168,1,1,36687,3,3,3,Others
ORD21255,CUST12254,Priyanshu Singh,PROD11355,Travel Mug,Accessories,4/4/2026,3,1180,3540,East,Debit Card,April    ,2026,CUST2219,1,1,36688,3,3,3,Others
ORD21256,CUST12255,Rohit Kumar,PROD11356,Skipping Rope,Accessories,4/4/2026,7,9775,68425,North,Credit Card,April    ,2026,CUST13479,1,1,36700,3,3,3,Others
ORD21257,CUST12256,Gurpreet Singh,PROD11357,Face Wash,Skin Care,4/4/2026,14,8633,120862,West,Cod,April    ,2026,CUST19635,1,1,36708,3,3,3,Others
ORD21258,CUST12257,Anthony Rodrigues,PROD11358,Puzzle Game,Game,4/4/2026,15,9730,145950,South,Upi,April    ,2026,CUST3230,1,1,36720,3,3,3,Others
ORD21259,CUST12258,Yash Thakur,PROD11359,Screen Protector,Electronics,4/4/2026,18,8913,160434,North,Credit Card,April    ,2026,CUST20892,1,1,36720,3,3,3,Others
ORD21260,CUST12259,Sana Khan,PROD11360,Pillow,Home Decor,4/4/2026,1,8607,8607,East,Debit Card,April    ,2026,CUST8511,1,1,36720,3,3,3,Others
ORD21261,CUST12260,Mukesh Chauhan,PROD11361,Gaming Console,Electronics,4/4/2026,5,7222,36110,North,Credit Card,April    ,2026,CUST10583,1,1,36729,3,3,3,Others
ORD21262,CUST12261,Komal Arora,PROD11362,Usb Cable,Electronics,4/4/2026,11,1611,17721,West,Cod,April    ,2026,CUST17257,1,1,36729,3,3,3,Others
ORD21263,CUST12262,Yash Thakur,PROD11363,Sandals,Fashion,4/4/2026,16,9271,148336,South,Upi,April    ,2026,CUST3057,1,1,36736,3,3,3,Others
ORD21264,CUST12263,Nikita Sharma,PROD11364,Jacket,Fashion,4/4/2026,13,5092,66196,North,Credit Card,April    ,2026,CUST9452,1,1,36738,3,3,3,Others
ORD21265,CUST12264,Anjali Mehta,PROD11365,Belt,Accessories,4/4/2026,19,2646,50274,East,Debit Card,April    ,2026,CUST4988,1,1,36746,3,3,3,Others
ORD21266,CUST12265,Manpreet Kaur,PROD11366,Set Bed,Home Decor,4/4/2026,5,6283,31415,North,Credit Card,April    ,2026,CUST25125,1,1,36752,3,3,3,Others
ORD21267,CUST12266,Kevin D'Costa,PROD11367,Electric Kettle,Electronics,4/4/2026,5,5281,26405,West,Cod,April    ,2026,CUST25401,1,1,36756,3,3,3,Others
ORD21268,CUST12267,Chris Fernandes,PROD11368,Led Bulb,Electronics,4/4/2026,9,2481,22329,South,Upi,April    ,2026,CUST9651,1,1,36760,3,3,3,Others
ORD21269,CUST12268,Ayesha Siddiqui,PROD11369,Eraser,Stationary,4/4/2026,16,1903,30448,North,Credit Card,April    ,2026,CUST24857,1,1,36765,3,3,3,Others
ORD21270,CUST12269,Rekha Pandey,PROD11370,Thermos,Home,4/4/2026,1,4061,4061,East,Debit Card,April    ,2026,CUST22837,1,1,36773,3,3,3,Others
ORD21271,CUST12270,Bharath Gaur,PROD11371,Treadmill,Accessories,4/4/2026,4,8090,32360,North,Credit Card,April    ,2026,CUST11701,1,1,36785,3,3,3,Others
ORD21272,CUST12271,Megha Saxena,PROD11372,Moisturizer,Skin Care,4/4/2026,17,9531,162027,West,Cod,April    ,2026,CUST9839,1,1,36785,3,3,3,Others
ORD21273,CUST12272,Vikram Patel,PROD11373,Board Game,Game,4/4/2026,14,7786,109004,South,Upi,April    ,2026,CUST9141,1,1,36786,3,3,3,Others
ORD21274,CUST12273,Harpreet Singh,PROD11374,Phone Case,Accessories,4/4/2026,19,1117,21223,North,Credit Card,April    ,2026,CUST6236,1,1,36800,3,3,3,Others
ORD21275,CUST12274,Paul Joseph,PROD11375,Cushion,Home Decor,4/4/2026,5,6186,30930,East,Debit Card,April    ,2026,CUST4679,1,1,36808,3,3,3,Others
ORD21276,CUST12275,Pooja Joshi,PROD11376,Smartwatch,Accessories,4/4/2026,19,1554,29526,North,Credit Card,April    ,2026,CUST21866,1,1,36813,3,3,3,Others
ORD21277,CUST12276,Jasleen Kaur,PROD11377,Keyboard,Electronics,4/4/2026,5,1526,7630,West,Cod,April    ,2026,CUST16801,1,1,36816,3,3,3,Others
ORD21278,CUST12277,Rahul Sharma,PROD11378,Flip Flops,Fashion,4/4/2026,10,5711,57110,South,Upi,April    ,2026,CUST23849,1,1,36820,3,3,3,Others
ORD21280,CUST12279,Amit Singh,PROD11380,Sunglasses,Accessories,4/4/2026,4,8614,34456,East,Debit Card,April    ,2026,CUST9691,1,1,36820,3,3,3,Others
ORD21281,CUST12280,Rahul Sharma,PROD11381,Wardrobe,Furniture,4/4/2026,2,8597,17194,North,Credit Card,April    ,2026,CUST18233,1,1,36825,3,3,3,Others
ORD21282,CUST12281,Neha Gupta,PROD11382,Toaster,Electronics,4/4/2026,19,5854,111226,West,Cod,April    ,2026,CUST3988,1,1,36841,3,3,3,Others
ORD21283,CUST12282,Rahul Sharma,PROD11383,Marker,Stationary,4/4/2026,5,3126,15630,South,Upi,April    ,2026,CUST25427,1,1,36845,3,3,3,Others
ORD21284,CUST12283,Arjun Reddy,PROD11384,Shampoo,Skin Care,4/4/2026,1,4373,4373,North,Credit Card,April    ,2026,CUST25033,1,1,36848,3,3,3,Others
ORD21285,CUST12284,John Mathew,PROD11385,Bluetooth Headphones,Electronics,4/4/2026,5,1880,9400,East,Debit Card,April    ,2026,CUST13145,1,1,36850,3,3,3,Others
ORD21286,CUST12285,Daniel George,PROD11386,Mouse,Electronics,4/4/2026,13,7740,100620,North,Credit Card,April    ,2026,CUST20064,1,1,36860,3,3,3,Others
ORD21287,CUST12286,Ali Khan,PROD11387,Heels,Fashion,4/4/2026,1,2925,2925,West,Cod,April    ,2026,CUST9177,1,1,36864,3,3,3,Others
ORD21288,CUST12287,Rajesh Yadav,PROD11388,Sweater,Fashion,4/4/2026,8,6824,54592,South,Upi,April    ,2026,CUST8290,1,1,36864,3,3,3,Others
ORD21289,CUST12288,Ramesh Gupta,PROD11389,Cap,Fashion,4/4/2026,14,6354,88956,North,Credit Card,April    ,2026,CUST17990,1,1,36870,3,3,3,Others
ORD21290,CUST12289,Harsh Vardhan,PROD11390,Study Table,Furniture,4/4/2026,11,9710,106810,East,Debit Card,April    ,2026,CUST24236,1,1,36872,3,3,3,Others
ORD21291,CUST12290,Aditya Roy,PROD11391,Induction Cooktop,Electronics,4/4/2026,15,9566,143490,North,Credit Card,April    ,2026,CUST19641,1,1,36875,3,3,3,Others
ORD21292,CUST12291,Priya Verma,PROD11392,Marker,Stationary,4/4/2026,7,5290,37030,West,Cod,April    ,2026,CUST20050,1,1,36880,3,3,3,Others
ORD21293,CUST12292,Sneha Iyer,PROD11393,Diary,Stationary,4/4/2026,6,3581,21486,South,Upi,April    ,2026,CUST23537,1,1,36880,3,3,3,Others
ORD21294,CUST12293,David Thomas,PROD11394,Bluetooth Headphones,Electronics,4/4/2026,17,2971,50507,North,Credit Card,April    ,2026,CUST21712,1,1,36888,3,3,3,Others
ORD21295,CUST12294,Rachel D'Silva,PROD11395,Heels,Fashion,4/4/2026,9,8733,78597,East,Debit Card,April    ,2026,CUST7615,1,1,36891,3,3,3,Others
ORD21296,CUST12295,Omar Sheikh,PROD11396,Hair Oil,Skin Care,4/4/2026,4,9229,36916,North,Credit Card,April    ,2026,CUST18965,1,1,36892,3,3,3,Others
ORD21297,CUST12296,Sunita Mishra,PROD11397,Wireless Earbuds,Electronics,4/4/2026,3,8239,24717,West,Cod,April    ,2026,CUST19120,1,1,36904,3,3,3,Others
ORD21298,CUST12297,Suresh Agarwal,PROD11398,Monitor,Electronics,4/4/2026,13,3356,43628,South,Upi,April    ,2026,CUST25542,1,1,36905,3,3,3,Others
ORD21299,CUST12298,Ritika Kapoor,PROD11399,Boots,Fashion,4/4/2026,6,1689,10134,North,Credit Card,April    ,2026,CUST12295,1,1,36916,3,3,3,Others
ORD21300,CUST12299,Shruti Das,PROD11400,Kurta,Fashion,4/4/2026,4,8682,34728,East,Debit Card,April    ,2026,CUST25850,1,1,36917,3,3,3,Others
ORD21301,CUST12300,Amit Singh,PROD11401,Sandals,Fashion,4/4/2026,5,9395,46975,North,Credit Card,April    ,2026,CUST13087,1,1,36918,3,3,3,Others
ORD21302,CUST12301,Karan Malhotra,PROD11402,Printer,Electronics,4/4/2026,15,1004,15060,West,Cod,April    ,2026,CUST19172,1,1,36920,3,3,3,Others
ORD21303,CUST12302,Michael D'Souza,PROD11403,Saree,Fashion,4/4/2026,11,5205,57255,South,Upi,April    ,2026,CUST23584,1,1,36920,3,3,3,Others
ORD21304,CUST12303,Maria Fernandes,PROD11404,Coffee Maker,Electronics,4/4/2026,13,3599,46787,North,Credit Card,April    ,2026,CUST13746,1,1,36920,3,3,3,Others
ORD21305,CUST12304,Imran Hussain,PROD11405,File Folder,Stationary,4/4/2026,17,3467,58939,East,Debit Card,April    ,2026,CUST24761,1,1,36924,3,3,3,Others
ORD21306,CUST12305,Deepak Tiwari,PROD11406,Laptop,Electronics,4/4/2026,4,6706,26824,North,Credit Card,April    ,2026,CUST4184,1,1,36928,3,3,3,Others
ORD21307,CUST12306,Anita Jain,PROD11407,Shoes,Fashion,4/4/2026,17,401,6817,West,Cod,April    ,2026,CUST3075,1,1,36936,3,3,3,Others
ORD21308,CUST12307,Varun Dhawan,PROD11408,Phone,Electronics,4/4/2026,20,3020,60400,South,Upi,April    ,2026,CUST13616,1,1,36939,3,3,3,Others
ORD21309,CUST12308,Akash Chatterjee,PROD11409,Headphones,Electronics,4/4/2026,3,8150,24450,North,Credit Card,April    ,2026,CUST15012,1,1,36944,3,3,3,Others
ORD21310,CUST12309,Neha Gupta,PROD11410,Desk,Furniture,4/4/2026,4,3865,15460,East,Debit Card,April    ,2026,CUST12208,1,1,36954,3,3,3,Others
ORD21311,CUST12310,Simran Kaur,PROD11411,Laptop,Electronics,4/4/2026,12,3954,47448,North,Credit Card,April    ,2026,CUST15872,1,1,36960,3,3,3,Others
ORD21312,CUST12311,Chris Fernandes,PROD11412,Dslr Camera,Electronics,4/4/2026,6,2139,12834,West,Cod,April    ,2026,CUST18547,1,1,36964,3,3,3,Others
ORD21313,CUST12312,Samuel Joseph,PROD11413,Running Shoes,Fashion,4/4/2026,3,7274,21822,South,Upi,April    ,2026,CUST15677,1,1,36971,3,3,3,Others
ORD21314,CUST12313,Faizan Ansari,PROD11414,T-Shirt,Fashion,4/4/2026,18,9702,174636,North,Credit Card,April    ,2026,CUST15227,1,1,36972,3,3,3,Others
ORD21315,CUST12314,Kavita Shukla,PROD11415,Handbag,Accessories,4/4/2026,8,7437,59496,East,Debit Card,April    ,2026,CUST5130,1,1,36984,3,3,3,Others
ORD21316,CUST12315,Nitin Bansal,PROD11416,Dining Table,Furniture,4/4/2026,7,4297,30079,North,Credit Card,April    ,2026,CUST24824,1,1,36984,3,3,3,Others
ORD21317,CUST12316,Tanya Sharma,PROD11417,Coffee Maker,Electronics,4/4/2026,4,6961,27844,West,Cod,April    ,2026,CUST25329,1,1,37000,3,3,3,Others
ORD21318,CUST12317,Priyanshu Singh,PROD11418,Table Lamp,Home Decor,4/4/2026,11,7066,77726,South,Upi,April    ,2026,CUST16290,1,1,37002,3,3,3,Others
ORD21319,CUST12318,Rohit Kumar,PROD11419,Notebook,Stationary,4/4/2026,10,2492,24920,North,Credit Card,April    ,2026,CUST22535,1,1,37004,3,3,3,Others
ORD21320,CUST12319,Gurpreet Singh,PROD11420,Water Bottle,Accessories,4/4/2026,15,4895,73425,East,Debit Card,April    ,2026,CUST17714,1,1,37004,3,3,3,Others
ORD21321,CUST12320,Anthony Rodrigues,PROD11421,Gym Dumbbells,Accessories,4/4/2026,2,7672,15344,North,Credit Card,April    ,2026,CUST16382,1,1,37015,3,3,3,Others
ORD21322,CUST12321,Yash Thakur,PROD11422,Perfume,Accessories,4/4/2026,11,3779,41569,West,Cod,April    ,2026,CUST6697,1,1,37016,3,3,3,Others
ORD21323,CUST12322,Sana Khan,PROD11423,Toy Car,Toy,4/4/2026,10,5879,58790,South,Upi,April    ,2026,CUST23158,1,1,37016,3,3,3,Others
ORD21324,CUST12323,Mukesh Chauhan,PROD11424,Mobile Charger,Electronics,4/4/2026,13,832,10816,North,Credit Card,April    ,2026,CUST18094,1,1,37020,3,3,3,Others
ORD21325,CUST12324,Komal Arora,PROD11425,Curtains,Home Decor,4/4/2026,19,5356,101764,East,Debit Card,April    ,2026,CUST13408,1,1,37020,3,3,3,Others
ORD21326,CUST12325,Yash Thakur,PROD11426,Smartphone,Electronics,4/4/2026,1,978,978,North,Credit Card,April    ,2026,CUST6651,1,1,37020,3,3,3,Others
ORD21327,CUST12326,Nikita Sharma,PROD11427,Webcam,Electronics,4/4/2026,7,4716,33012,West,Cod,April    ,2026,CUST12291,1,1,37030,3,3,3,Others
ORD21328,CUST12327,Anjali Mehta,PROD11428,Sneakers,Fashion,4/4/2026,12,4910,58920,South,Upi,April    ,2026,CUST16553,1,1,37037,3,3,3,Others
ORD21329,CUST12328,Manpreet Kaur,PROD11429,Shirt,Fashion,4/4/2026,16,7794,124704,North,Credit Card,April    ,2026,CUST15777,1,1,37037,3,3,3,Others
ORD21330,CUST12329,Kevin D'Costa,PROD11430,Backpack,Accessories,4/4/2026,8,3945,31560,East,Debit Card,April    ,2026,CUST11581,1,1,37050,3,3,3,Others
ORD21331,CUST12330,Chris Fernandes,PROD11431,Office Chair,Home Decor,4/4/2026,4,5819,23276,North,Credit Card,April    ,2026,CUST17517,1,1,37052,3,3,3,Others
ORD21332,CUST12331,Ayesha Siddiqui,PROD11432,Blender,Electronics,4/4/2026,3,6586,19758,West,Cod,April    ,2026,CUST21944,1,1,37060,3,3,3,Others
ORD21333,CUST12332,Rekha Pandey,PROD11433,Ceiling Light,Electronics,4/4/2026,12,5626,67512,South,Upi,April    ,2026,CUST15442,1,1,37064,3,3,3,Others
ORD21334,CUST12333,Bharath Gaur,PROD11434,Pen,Stationary,4/4/2026,16,2252,36032,North,Credit Card,April    ,2026,CUST7459,1,1,37080,3,3,3,Others
ORD21335,CUST12334,Megha Saxena,PROD11435,Lunch Box,Home ,4/4/2026,7,5130,35910,East,Debit Card,April    ,2026,CUST5846,1,1,37080,3,3,3,Others
ORD21336,CUST12335,Vikram Patel,PROD11436,Yoga Mat,Accessories,4/4/2026,7,1109,7763,North,Credit Card,April    ,2026,CUST8348,1,1,37081,3,3,3,Others
ORD21337,CUST12336,Harpreet Singh,PROD11437,Deodorant,Accessories,4/4/2026,1,4106,4106,West,Cod,April    ,2026,CUST12172,1,1,37088,3,3,3,Others
ORD21338,CUST12337,Paul Joseph,PROD11438,Teddy Bear,Toy,4/4/2026,13,6845,88985,South,Upi,April    ,2026,CUST9444,1,1,37090,3,3,3,Others
ORD21339,CUST12338,Pooja Joshi,PROD11439,Laptop Bag,Accessories,4/4/2026,19,742,14098,North,Credit Card,April    ,2026,CUST23146,1,1,37092,3,3,3,Others
ORD21340,CUST12339,Jasleen Kaur,PROD11440,Bedsheet,Home Decor,4/4/2026,17,7649,130033,East,Debit Card,April    ,2026,CUST21897,1,1,37100,3,3,3,Others
ORD21341,CUST12340,Rahul Sharma,PROD11441,Tablet,Electronics,4/4/2026,16,3760,60160,North,Credit Card,April    ,2026,CUST23327,1,1,37103,3,3,3,Others
ORD21342,CUST12341,Priya Verma,PROD11442,Power Bank,Electronics,4/4/2026,9,5972,53748,West,Cod,April    ,2026,CUST18724,1,1,37108,3,3,3,Others
ORD21343,CUST12342,Amit Singh,PROD11443,Formal Shoes,Fashion,4/4/2026,1,4180,4180,South,Upi,April    ,2026,CUST21502,1,1,37108,3,3,3,Others
ORD21344,CUST12343,Rahul Sharma,PROD11444,Jeans,Fashion,4/4/2026,3,3010,9030,North,Credit Card,April    ,2026,CUST9673,1,1,37114,3,3,3,Others
ORD21345,CUST12344,Neha Gupta,PROD11445,Wallet,Accessories,4/4/2026,14,4862,68068,East,Debit Card,April    ,2026,CUST5435,1,1,37115,3,3,3,Others
ORD21346,CUST12345,Rahul Sharma,PROD11446,Sofa,Furniture,4/4/2026,19,3995,75905,North,Credit Card,April    ,2026,CUST3323,1,1,37116,3,3,3,Others
ORD21347,CUST12346,Arjun Reddy,PROD11447,Microwave Oven,Home,4/4/2026,7,1448,10136,West,Cod,April    ,2026,CUST4534,1,1,37116,3,3,3,Others
ORD21348,CUST12347,John Mathew,PROD11448,Floor Lamp,Home Decor,4/4/2026,4,8645,34580,South,Upi,April    ,2026,CUST4484,1,1,37128,3,3,3,Others
ORD21349,CUST12348,Daniel George,PROD11449,Pencil,Stationary,4/4/2026,3,1636,4908,North,Credit Card,April    ,2026,CUST4921,1,1,37134,3,3,3,Others
ORD21350,CUST12349,Ali Khan,PROD11450,Travel Mug,Accessories,4/4/2026,13,5205,67665,East,Debit Card,April    ,2026,CUST8564,1,1,37145,3,3,3,Others
ORD21351,CUST12350,Rajesh Yadav,PROD11451,Skipping Rope,Accessories,4/4/2026,7,3021,21147,North,Credit Card,April    ,2026,CUST12393,1,1,37147,3,3,3,Others
ORD21352,CUST12351,Ramesh Gupta,PROD11452,Face Wash,Skin Care,4/4/2026,19,6636,126084,West,Cod,April    ,2026,CUST16480,1,1,37154,3,3,3,Others
ORD21353,CUST12352,Harsh Vardhan,PROD11453,Puzzle Game,Game,4/4/2026,15,3575,53625,South,Upi,April    ,2026,CUST9392,1,1,37155,3,3,3,Others
ORD21354,CUST12353,Aditya Roy,PROD11454,Screen Protector,Electronics,4/4/2026,19,4372,83068,North,Credit Card,April    ,2026,CUST11702,1,1,37156,3,3,3,Others
ORD21355,CUST12354,Priya Verma,PROD11455,Pillow,Home Decor,4/4/2026,19,6041,114779,East,Debit Card,April    ,2026,CUST12144,1,1,37162,3,3,3,Others
ORD21356,CUST12355,Sneha Iyer,PROD11456,Gaming Console,Electronics,4/4/2026,10,3597,35970,North,Credit Card,April    ,2026,CUST13012,1,1,37164,3,3,3,Others
ORD21357,CUST12356,David Thomas,PROD11457,Usb Cable,Electronics,4/4/2026,16,6414,102624,West,Cod,April    ,2026,CUST5237,1,1,37164,3,3,3,Others
ORD21358,CUST12357,Rachel D'Silva,PROD11458,Sandals,Fashion,4/4/2026,12,2606,31272,South,Upi,April    ,2026,CUST26097,1,1,37165,3,3,3,Others
ORD21359,CUST12358,Omar Sheikh,PROD11459,Jacket,Fashion,4/4/2026,16,7568,121088,North,Credit Card,April    ,2026,CUST4954,1,1,37168,3,3,3,Others
ORD21360,CUST12359,Sunita Mishra,PROD11460,Belt,Accessories,4/4/2026,8,7898,63184,East,Debit Card,April    ,2026,CUST9186,1,1,37170,3,3,3,Others
ORD21361,CUST12360,Suresh Agarwal,PROD11461,Set Bed,Home Decor,4/4/2026,8,5317,42536,North,Credit Card,April    ,2026,CUST25069,1,1,37180,3,3,3,Others
ORD21362,CUST12361,Ritika Kapoor,PROD11462,Electric Kettle,Electronics,4/4/2026,15,3775,56625,West,Cod,April    ,2026,CUST22924,1,1,37180,3,3,3,Others
ORD21363,CUST12362,Shruti Das,PROD11463,Led Bulb,Electronics,4/4/2026,14,8759,122626,South,Upi,April    ,2026,CUST21961,1,1,37184,3,3,3,Others
ORD21364,CUST12363,Amit Singh,PROD11464,Eraser,Stationary,4/4/2026,11,5643,62073,North,Credit Card,April    ,2026,CUST12822,1,1,37184,3,3,3,Others
