order_id,customer_id,customer_name,product_id,product_name,category,order_date,quantity,price,revenue,region,payment_method,order_month,order_year
ORD23009,CUST14008,Varun Dhawan,PROD13109,Boots,Fashion,2026-04-04,1,5954.00,5954.00,North,Credit Card,April    ,2026
ORD23010,CUST14009,Akash Chatterjee,PROD13110,Kurta,Fashion,2026-04-04,16,5422.00,86752.00,East,Debit Card,April    ,2026
ORD23011,CUST14010,Neha Gupta,PROD13111,Sandals,Fashion,2026-04-04,6,6972.00,41832.00,North,Credit Card,April    ,2026
ORD23012,CUST14011,Simran Kaur,PROD13112,Printer,Electronics,2026-04-04,8,5267.00,42136.00,West,Cod,April    ,2026
ORD23013,CUST14012,Chris Fernandes,PROD13113,Saree,Fashion,2026-04-04,5,8786.00,43930.00,South,Upi,April    ,2026
ORD23014,CUST14013,Samuel Joseph,PROD13114,Coffee Maker,Electronics,2026-04-04,6,4249.00,25494.00,North,Credit Card,April    ,2026
ORD23015,CUST14014,Faizan Ansari,PROD13115,File Folder,Stationary,2026-04-04,12,6906.00,82872.00,East,Debit Card,April    ,2026
ORD23016,CUST14015,Kavita Shukla,PROD13116,Laptop,Electronics,2026-04-04,10,1387.00,13870.00,North,Credit Card,April    ,2026
ORD23017,CUST14016,Nitin Bansal,PROD13117,Shoes,Fashion,2026-04-04,18,5984.00,107712.00,West,Cod,April    ,2026
ORD23018,CUST14017,Tanya Sharma,PROD13118,Phone,Electronics,2026-04-04,13,8118.00,105534.00,South,Upi,April    ,2026
ORD23019,CUST14018,Priyanshu Singh,PROD13119,Headphones,Electronics,2026-04-04,8,9195.00,73560.00,North,Credit Card,April    ,2026
ORD23020,CUST14019,Rohit Kumar,PROD13120,Desk,Furniture,2026-04-04,10,3918.00,39180.00,East,Debit Card,April    ,2026
ORD23021,CUST14020,Gurpreet Singh,PROD13121,Laptop,Electronics,2026-04-04,2,6834.00,13668.00,North,Credit Card,April    ,2026
ORD23022,CUST14021,Anthony Rodrigues,PROD13122,Dslr Camera,Electronics,2026-04-04,8,2004.00,16032.00,West,Cod,April    ,2026
ORD23023,CUST14022,Yash Thakur,PROD13123,Running Shoes,Fashion,2026-04-04,16,4384.00,70144.00,South,Upi,April    ,2026
ORD23024,CUST14023,Sana Khan,PROD13124,T-Shirt,Fashion,2026-04-04,2,6675.00,13350.00,North,Credit Card,April    ,2026
ORD23025,CUST14024,Mukesh Chauhan,PROD13125,Handbag,Accessories,2026-04-04,8,7310.00,58480.00,East,Debit Card,April    ,2026
ORD23026,CUST14025,Komal Arora,PROD13126,Dining Table,Furniture,2026-04-04,9,9048.00,81432.00,North,Credit Card,April    ,2026
ORD23027,CUST14026,Yash Thakur,PROD13127,Coffee Maker,Electronics,2026-04-04,10,7216.00,72160.00,West,Cod,April    ,2026
ORD23028,CUST14027,Nikita Sharma,PROD13128,Table Lamp,Home Decor,2026-04-04,15,9304.00,139560.00,South,Upi,April    ,2026
ORD23029,CUST14028,Anjali Mehta,PROD13129,Notebook,Stationary,2026-04-04,2,3380.00,6760.00,North,Credit Card,April    ,2026
ORD23030,CUST14029,Manpreet Kaur,PROD13130,Water Bottle,Accessories,2026-04-04,13,8266.00,107458.00,East,Debit Card,April    ,2026
ORD23031,CUST14030,Kevin D'Costa,PROD13131,Gym Dumbbells,Accessories,2026-04-04,11,5613.00,61743.00,North,Credit Card,April    ,2026
ORD23032,CUST14031,Chris Fernandes,PROD13132,Perfume,Accessories,2026-04-04,12,7234.00,86808.00,West,Cod,April    ,2026
ORD23033,CUST14032,Ayesha Siddiqui,PROD13133,Toy Car,Toy,2026-04-04,5,9838.00,49190.00,South,Upi,April    ,2026
ORD23034,CUST14033,Rekha Pandey,PROD13134,Mobile Charger,Electronics,2026-04-04,20,1221.00,24420.00,North,Credit Card,April    ,2026
ORD23035,CUST14034,Bharath Gaur,PROD13135,Curtains,Home Decor,2026-04-04,20,8698.00,173960.00,East,Debit Card,April    ,2026
ORD23036,CUST14035,Megha Saxena,PROD13136,Smartphone,Electronics,2026-04-04,4,2148.00,8592.00,North,Credit Card,April    ,2026
ORD23037,CUST14036,Vikram Patel,PROD13137,Webcam,Electronics,2026-04-04,4,2734.00,10936.00,West,Cod,April    ,2026
ORD23038,CUST14037,Harpreet Singh,PROD13138,Sneakers,Fashion,2026-04-04,4,9824.00,39296.00,South,Upi,April    ,2026
ORD23039,CUST14038,Paul Joseph,PROD13139,Shirt,Fashion,2026-04-04,18,8126.00,146268.00,North,Credit Card,April    ,2026
ORD23040,CUST14039,Pooja Joshi,PROD13140,Backpack,Accessories,2026-04-04,13,9458.00,122954.00,East,Debit Card,April    ,2026
ORD23041,CUST14040,Jasleen Kaur,PROD13141,Office Chair,Home Decor,2026-04-04,1,5623.00,5623.00,North,Credit Card,April    ,2026
ORD23042,CUST14041,Rahul Sharma,PROD13142,Blender,Electronics,2026-04-04,10,4118.00,41180.00,West,Cod,April    ,2026
ORD23043,CUST14042,Priya Verma,PROD13143,Ceiling Light,Electronics,2026-04-04,7,5894.00,41258.00,South,Upi,April    ,2026
ORD23044,CUST14043,Amit Singh,PROD13144,Pen,Stationary,2026-04-04,4,7870.00,31480.00,North,Credit Card,April    ,2026
ORD23045,CUST14044,Rahul Sharma,PROD13145,Lunch Box,Home ,2026-04-04,12,6793.00,81516.00,East,Debit Card,April    ,2026
ORD23046,CUST14045,Neha Gupta,PROD13146,Yoga Mat,Accessories,2026-04-04,11,1460.00,16060.00,North,Credit Card,April    ,2026
ORD23047,CUST14046,Rahul Sharma,PROD13147,Deodorant,Accessories,2026-04-04,12,6980.00,83760.00,West,Cod,April    ,2026
ORD23048,CUST14047,Arjun Reddy,PROD13148,Teddy Bear,Toy,2026-04-04,4,4414.00,17656.00,South,Upi,April    ,2026
ORD23049,CUST14048,John Mathew,PROD13149,Laptop Bag,Accessories,2026-04-04,3,9551.00,28653.00,North,Credit Card,April    ,2026
ORD23050,CUST14049,Daniel George,PROD13150,Bedsheet,Home Decor,2026-04-04,6,8660.00,51960.00,East,Debit Card,April    ,2026
ORD23051,CUST14050,Ali Khan,PROD13151,Tablet,Electronics,2026-04-04,3,6745.00,20235.00,North,Credit Card,April    ,2026
ORD23052,CUST14051,Rajesh Yadav,PROD13152,Power Bank,Electronics,2026-04-04,10,563.00,5630.00,West,Cod,April    ,2026
ORD23053,CUST14052,Ramesh Gupta,PROD13153,Formal Shoes,Fashion,2026-04-04,14,1880.00,26320.00,South,Upi,April    ,2026
ORD23054,CUST14053,Harsh Vardhan,PROD13154,Jeans,Fashion,2026-04-04,15,565.00,8475.00,North,Credit Card,April    ,2026
ORD23055,CUST14054,Aditya Roy,PROD13155,Wallet,Accessories,2026-04-04,10,5183.00,51830.00,East,Debit Card,April    ,2026
ORD23056,CUST14055,Priya Verma,PROD13156,Sofa,Furniture,2026-04-04,13,9983.00,129779.00,North,Credit Card,April    ,2026
ORD23057,CUST14056,Sneha Iyer,PROD13157,Microwave Oven,Home,2026-04-04,13,1767.00,22971.00,West,Cod,April    ,2026
ORD23058,CUST14057,David Thomas,PROD13158,Floor Lamp,Home Decor,2026-04-04,2,6317.00,12634.00,South,Upi,April    ,2026
ORD23059,CUST14058,Rachel D'Silva,PROD13159,Pencil,Stationary,2026-04-04,18,9358.00,168444.00,North,Credit Card,April    ,2026
ORD23060,CUST14059,Omar Sheikh,PROD13160,Travel Mug,Accessories,2026-04-04,18,6130.00,110340.00,East,Debit Card,April    ,2026
ORD23061,CUST14060,Sunita Mishra,PROD13161,Skipping Rope,Accessories,2026-04-04,19,6937.00,131803.00,North,Credit Card,April    ,2026
ORD23062,CUST14061,Suresh Agarwal,PROD13162,Face Wash,Skin Care,2026-04-04,6,7020.00,42120.00,West,Cod,April    ,2026
ORD23063,CUST14062,Ritika Kapoor,PROD13163,Puzzle Game,Game,2026-04-04,9,295.00,2655.00,South,Upi,April    ,2026
ORD23064,CUST14063,Shruti Das,PROD13164,Screen Protector,Electronics,2026-04-04,1,1139.00,1139.00,North,Credit Card,April    ,2026
ORD23065,CUST14064,Amit Singh,PROD13165,Pillow,Home Decor,2026-04-04,18,2973.00,53514.00,East,Debit Card,April    ,2026
ORD23066,CUST14065,Karan Malhotra,PROD13166,Gaming Console,Electronics,2026-04-04,8,3264.00,26112.00,North,Credit Card,April    ,2026
ORD23067,CUST14066,Michael D'Souza,PROD13167,Usb Cable,Electronics,2026-04-04,2,752.00,1504.00,West,Cod,April    ,2026
ORD23068,CUST14067,Maria Fernandes,PROD13168,Sandals,Fashion,2026-04-04,17,8455.00,143735.00,South,Upi,April    ,2026
ORD23069,CUST14068,Imran Hussain,PROD13169,Jacket,Fashion,2026-04-04,15,6141.00,92115.00,North,Credit Card,April    ,2026
ORD23070,CUST14069,Deepak Tiwari,PROD13170,Belt,Accessories,2026-04-04,6,4916.00,29496.00,East,Debit Card,April    ,2026
ORD23071,CUST14070,Anita Jain,PROD13171,Set Bed,Home Decor,2026-04-04,4,6749.00,26996.00,North,Credit Card,April    ,2026
ORD23072,CUST14071,Varun Dhawan,PROD13172,Electric Kettle,Electronics,2026-04-04,8,4429.00,35432.00,West,Cod,April    ,2026
ORD23073,CUST14072,Akash Chatterjee,PROD13173,Led Bulb,Electronics,2026-04-04,5,984.00,4920.00,South,Upi,April    ,2026
ORD23074,CUST14073,Neha Gupta,PROD13174,Eraser,Stationary,2026-04-04,12,8390.00,100680.00,North,Credit Card,April    ,2026
ORD23075,CUST14074,Simran Kaur,PROD13175,Thermos,Home,2026-04-04,12,5853.00,70236.00,East,Debit Card,April    ,2026
ORD23076,CUST14075,Chris Fernandes,PROD13176,Treadmill,Accessories,2026-04-04,6,5212.00,31272.00,North,Credit Card,April    ,2026
ORD23077,CUST14076,Samuel Joseph,PROD13177,Moisturizer,Skin Care,2026-04-04,10,4686.00,46860.00,West,Cod,April    ,2026
ORD23078,CUST14077,Faizan Ansari,PROD13178,Board Game,Game,2026-04-04,9,7506.00,67554.00,South,Upi,April    ,2026
ORD23079,CUST14078,Kavita Shukla,PROD13179,Phone Case,Accessories,2026-04-04,14,3130.00,43820.00,North,Credit Card,April    ,2026
ORD23080,CUST14079,Nitin Bansal,PROD13180,Cushion,Home Decor,2026-04-04,3,7400.00,22200.00,East,Debit Card,April    ,2026
ORD23081,CUST14080,Tanya Sharma,PROD13181,Smartwatch,Accessories,2026-04-04,19,9864.00,187416.00,North,Credit Card,April    ,2026
ORD23082,CUST14081,Priyanshu Singh,PROD13182,Keyboard,Electronics,2026-04-04,6,7607.00,45642.00,West,Cod,April    ,2026
ORD23083,CUST14082,Rohit Kumar,PROD13183,Flip Flops,Fashion,2026-04-04,16,7994.00,127904.00,South,Upi,April    ,2026
ORD23084,CUST14083,Gurpreet Singh,PROD13184,Hoodie,Fashion,2026-04-04,10,7247.00,72470.00,North,Credit Card,April    ,2026
ORD23085,CUST14084,Anthony Rodrigues,PROD13185,Sunglasses,Accessories,2026-04-04,6,8557.00,51342.00,East,Debit Card,April    ,2026
ORD23086,CUST14085,Yash Thakur,PROD13186,Wardrobe,Furniture,2026-04-04,19,8795.00,167105.00,North,Credit Card,April    ,2026
ORD23087,CUST14086,Sana Khan,PROD13187,Toaster,Electronics,2026-04-04,8,6297.00,50376.00,West,Cod,April    ,2026
ORD23088,CUST14087,Mukesh Chauhan,PROD13188,Marker,Stationary,2026-04-04,11,6969.00,76659.00,South,Upi,April    ,2026
ORD23089,CUST14088,Komal Arora,PROD13189,Shampoo,Skin Care,2026-04-04,19,4268.00,81092.00,North,Credit Card,April    ,2026
ORD23090,CUST14089,Yash Thakur,PROD13190,Bluetooth Headphones,Electronics,2026-04-04,2,4939.00,9878.00,East,Debit Card,April    ,2026
ORD23091,CUST14090,Nikita Sharma,PROD13191,Mouse,Electronics,2026-04-04,10,9107.00,91070.00,North,Credit Card,April    ,2026
ORD23092,CUST14091,Anjali Mehta,PROD13192,Heels,Fashion,2026-04-04,17,9252.00,157284.00,West,Cod,April    ,2026
ORD23093,CUST14092,Manpreet Kaur,PROD13193,Sweater,Fashion,2026-04-04,8,5855.00,46840.00,South,Upi,April    ,2026
ORD23094,CUST14093,Kevin D'Costa,PROD13194,Cap,Fashion,2026-04-04,10,1457.00,14570.00,North,Credit Card,April    ,2026
ORD23095,CUST14094,Chris Fernandes,PROD13195,Study Table,Furniture,2026-04-04,16,8954.00,143264.00,East,Debit Card,April    ,2026
ORD23096,CUST14095,Ayesha Siddiqui,PROD13196,Induction Cooktop,Electronics,2026-04-04,11,7789.00,85679.00,North,Credit Card,April    ,2026
ORD23097,CUST14096,Rekha Pandey,PROD13197,Marker,Stationary,2026-04-04,15,7443.00,111645.00,West,Cod,April    ,2026
ORD23098,CUST14097,Bharath Gaur,PROD13198,Diary,Stationary,2026-04-04,10,6306.00,63060.00,South,Upi,April    ,2026
ORD23099,CUST14098,Megha Saxena,PROD13199,Bluetooth Headphones,Electronics,2026-04-04,17,9009.00,153153.00,North,Credit Card,April    ,2026
ORD23100,CUST14099,Vikram Patel,PROD13200,Heels,Fashion,2026-04-04,18,8287.00,149166.00,East,Debit Card,April    ,2026
ORD23101,CUST14100,Harpreet Singh,PROD13201,Hair Oil,Skin Care,2026-04-04,20,4021.00,80420.00,North,Credit Card,April    ,2026
ORD23102,CUST14101,Paul Joseph,PROD13202,Wireless Earbuds,Electronics,2026-04-04,6,843.00,5058.00,West,Cod,April    ,2026
ORD23103,CUST14102,Pooja Joshi,PROD13203,Monitor,Electronics,2026-04-04,9,6181.00,55629.00,South,Upi,April    ,2026
ORD23104,CUST14103,Jasleen Kaur,PROD13204,Boots,Fashion,2026-04-04,19,1042.00,19798.00,North,Credit Card,April    ,2026
ORD23105,CUST14104,Rahul Sharma,PROD13205,Kurta,Fashion,2026-04-04,8,5394.00,43152.00,East,Debit Card,April    ,2026
ORD23106,CUST14105,Priya Verma,PROD13206,Sandals,Fashion,2026-04-04,1,4945.00,4945.00,North,Credit Card,April    ,2026
ORD23107,CUST14106,Amit Singh,PROD13207,Printer,Electronics,2026-04-04,8,506.00,4048.00,West,Cod,April    ,2026
ORD23108,CUST14107,Rahul Sharma,PROD13208,Saree,Fashion,2026-04-04,16,1341.00,21456.00,South,Upi,April    ,2026
ORD23109,CUST14108,Neha Gupta,PROD13209,Coffee Maker,Electronics,2026-04-04,16,3253.00,52048.00,North,Credit Card,April    ,2026
ORD23110,CUST14109,Rahul Sharma,PROD13210,File Folder,Stationary,2026-04-04,11,2406.00,26466.00,East,Debit Card,April    ,2026
ORD23111,CUST14110,Arjun Reddy,PROD13211,Laptop,Electronics,2026-04-04,9,1187.00,10683.00,North,Credit Card,April    ,2026
ORD23112,CUST14111,John Mathew,PROD13212,Shoes,Fashion,2026-04-04,19,7214.00,137066.00,West,Cod,April    ,2026
ORD23113,CUST14112,Daniel George,PROD13213,Phone,Electronics,2026-04-04,4,5557.00,22228.00,South,Upi,April    ,2026
ORD23114,CUST14113,Ali Khan,PROD13214,Headphones,Electronics,2026-04-04,5,2914.00,14570.00,North,Credit Card,April    ,2026
ORD23115,CUST14114,Rajesh Yadav,PROD13215,Desk,Furniture,2026-04-04,14,7801.00,109214.00,East,Debit Card,April    ,2026
ORD23116,CUST14115,Ramesh Gupta,PROD13216,Laptop,Electronics,2026-04-04,6,9241.00,55446.00,North,Credit Card,April    ,2026
ORD23117,CUST14116,Harsh Vardhan,PROD13217,Dslr Camera,Electronics,2026-04-04,3,7343.00,22029.00,West,Cod,April    ,2026
ORD23118,CUST14117,Aditya Roy,PROD13218,Running Shoes,Fashion,2026-04-04,9,1038.00,9342.00,South,Upi,April    ,2026
ORD23119,CUST14118,Priya Verma,PROD13219,T-Shirt,Fashion,2026-04-04,18,6167.00,111006.00,North,Credit Card,April    ,2026
ORD23120,CUST14119,Sneha Iyer,PROD13220,Handbag,Accessories,2026-04-04,11,3834.00,42174.00,East,Debit Card,April    ,2026
ORD23121,CUST14120,David Thomas,PROD13221,Dining Table,Furniture,2026-04-04,7,7325.00,51275.00,North,Credit Card,April    ,2026
ORD23122,CUST14121,Rachel D'Silva,PROD13222,Coffee Maker,Electronics,2026-04-04,7,6979.00,48853.00,West,Cod,April    ,2026
ORD23123,CUST14122,Omar Sheikh,PROD13223,Table Lamp,Home Decor,2026-04-04,13,7277.00,94601.00,South,Upi,April    ,2026
ORD23124,CUST14123,Sunita Mishra,PROD13224,Notebook,Stationary,2026-04-04,20,3953.00,79060.00,North,Credit Card,April    ,2026
ORD23125,CUST14124,Suresh Agarwal,PROD13225,Water Bottle,Accessories,2026-04-04,4,8703.00,34812.00,East,Debit Card,April    ,2026
ORD23126,CUST14125,Ritika Kapoor,PROD13226,Gym Dumbbells,Accessories,2026-04-04,20,511.00,10220.00,North,Credit Card,April    ,2026
ORD23127,CUST14126,Shruti Das,PROD13227,Perfume,Accessories,2026-04-04,18,5836.00,105048.00,West,Cod,April    ,2026
ORD23128,CUST14127,Amit Singh,PROD13228,Toy Car,Toy,2026-04-04,8,8719.00,69752.00,South,Upi,April    ,2026
ORD23129,CUST14128,Karan Malhotra,PROD13229,Mobile Charger,Electronics,2026-04-04,12,4225.00,50700.00,North,Credit Card,April    ,2026
ORD23130,CUST14129,Michael D'Souza,PROD13230,Curtains,Home Decor,2026-04-04,5,7966.00,39830.00,East,Debit Card,April    ,2026
ORD23131,CUST14130,Maria Fernandes,PROD13231,Smartphone,Electronics,2026-04-04,12,367.00,4404.00,North,Credit Card,April    ,2026
ORD23132,CUST14131,Imran Hussain,PROD13232,Webcam,Electronics,2026-04-04,15,1234.00,18510.00,West,Cod,April    ,2026
ORD23133,CUST14132,Deepak Tiwari,PROD13233,Sneakers,Fashion,2026-04-04,4,4242.00,16968.00,South,Upi,April    ,2026
ORD23134,CUST14133,Anita Jain,PROD13234,Shirt,Fashion,2026-04-04,9,327.00,2943.00,North,Credit Card,April    ,2026
ORD23135,CUST14134,Varun Dhawan,PROD13235,Backpack,Accessories,2026-04-04,6,4135.00,24810.00,East,Debit Card,April    ,2026
ORD23199,CUST14198,Akash Chatterjee,PROD13299,Boots,Fashion,2026-04-04,19,8243.00,156617.00,North,Credit Card,April    ,2026
ORD23136,CUST14135,Akash Chatterjee,PROD13236,Office Chair,Home Decor,2026-04-04,6,2373.00,14238.00,North,Credit Card,April    ,2026
ORD23137,CUST14136,Neha Gupta,PROD13237,Blender,Electronics,2026-04-04,8,4169.00,33352.00,West,Cod,April    ,2026
ORD23138,CUST14137,Simran Kaur,PROD13238,Ceiling Light,Electronics,2026-04-04,11,3007.00,33077.00,South,Upi,April    ,2026
ORD23139,CUST14138,Chris Fernandes,PROD13239,Pen,Stationary,2026-04-04,18,9276.00,166968.00,North,Credit Card,April    ,2026
ORD23140,CUST14139,Samuel Joseph,PROD13240,Lunch Box,Home ,2026-04-04,19,5803.00,110257.00,East,Debit Card,April    ,2026
ORD23141,CUST14140,Faizan Ansari,PROD13241,Yoga Mat,Accessories,2026-04-04,5,2138.00,10690.00,North,Credit Card,April    ,2026
ORD23142,CUST14141,Kavita Shukla,PROD13242,Deodorant,Accessories,2026-04-04,5,642.00,3210.00,West,Cod,April    ,2026
ORD23143,CUST14142,Nitin Bansal,PROD13243,Teddy Bear,Toy,2026-04-04,4,825.00,3300.00,South,Upi,April    ,2026
ORD23144,CUST14143,Tanya Sharma,PROD13244,Laptop Bag,Accessories,2026-04-04,9,3476.00,31284.00,North,Credit Card,April    ,2026
ORD23145,CUST14144,Priyanshu Singh,PROD13245,Bedsheet,Home Decor,2026-04-04,14,365.00,5110.00,East,Debit Card,April    ,2026
ORD23146,CUST14145,Rohit Kumar,PROD13246,Tablet,Electronics,2026-04-04,9,7635.00,68715.00,North,Credit Card,April    ,2026
ORD23147,CUST14146,Gurpreet Singh,PROD13247,Power Bank,Electronics,2026-04-04,4,498.00,1992.00,West,Cod,April    ,2026
ORD23148,CUST14147,Anthony Rodrigues,PROD13248,Formal Shoes,Fashion,2026-04-04,15,2112.00,31680.00,South,Upi,April    ,2026
ORD23149,CUST14148,Yash Thakur,PROD13249,Jeans,Fashion,2026-04-04,13,6047.00,78611.00,North,Credit Card,April    ,2026
ORD23150,CUST14149,Sana Khan,PROD13250,Wallet,Accessories,2026-04-04,6,927.00,5562.00,East,Debit Card,April    ,2026
ORD23151,CUST14150,Mukesh Chauhan,PROD13251,Sofa,Furniture,2026-04-04,6,8159.00,48954.00,North,Credit Card,April    ,2026
ORD23152,CUST14151,Komal Arora,PROD13252,Microwave Oven,Home,2026-04-04,2,7852.00,15704.00,West,Cod,April    ,2026
ORD23153,CUST14152,Yash Thakur,PROD13253,Floor Lamp,Home Decor,2026-04-04,14,8093.00,113302.00,South,Upi,April    ,2026
ORD23154,CUST14153,Nikita Sharma,PROD13254,Pencil,Stationary,2026-04-04,20,4195.00,83900.00,North,Credit Card,April    ,2026
ORD23155,CUST14154,Anjali Mehta,PROD13255,Travel Mug,Accessories,2026-04-04,16,2039.00,32624.00,East,Debit Card,April    ,2026
ORD23156,CUST14155,Manpreet Kaur,PROD13256,Skipping Rope,Accessories,2026-04-04,2,6634.00,13268.00,North,Credit Card,April    ,2026
ORD23157,CUST14156,Kevin D'Costa,PROD13257,Face Wash,Skin Care,2026-04-04,9,4880.00,43920.00,West,Cod,April    ,2026
ORD23158,CUST14157,Chris Fernandes,PROD13258,Puzzle Game,Game,2026-04-04,16,811.00,12976.00,South,Upi,April    ,2026
ORD23159,CUST14158,Ayesha Siddiqui,PROD13259,Screen Protector,Electronics,2026-04-04,8,9857.00,78856.00,North,Credit Card,April    ,2026
ORD23160,CUST14159,Rekha Pandey,PROD13260,Pillow,Home Decor,2026-04-04,8,7143.00,57144.00,East,Debit Card,April    ,2026
ORD23161,CUST14160,Bharath Gaur,PROD13261,Gaming Console,Electronics,2026-04-04,16,9963.00,159408.00,North,Credit Card,April    ,2026
ORD23162,CUST14161,Megha Saxena,PROD13262,Usb Cable,Electronics,2026-04-04,10,224.00,2240.00,West,Cod,April    ,2026
ORD23163,CUST14162,Vikram Patel,PROD13263,Sandals,Fashion,2026-04-04,20,620.00,12400.00,South,Upi,April    ,2026
ORD23164,CUST14163,Harpreet Singh,PROD13264,Jacket,Fashion,2026-04-04,7,1551.00,10857.00,North,Credit Card,April    ,2026
ORD23165,CUST14164,Paul Joseph,PROD13265,Belt,Accessories,2026-04-04,20,9981.00,199620.00,East,Debit Card,April    ,2026
ORD23166,CUST14165,Pooja Joshi,PROD13266,Set Bed,Home Decor,2026-04-04,20,1297.00,25940.00,North,Credit Card,April    ,2026
ORD23167,CUST14166,Jasleen Kaur,PROD13267,Electric Kettle,Electronics,2026-04-04,13,3211.00,41743.00,West,Cod,April    ,2026
ORD23168,CUST14167,Rahul Sharma,PROD13268,Led Bulb,Electronics,2026-04-04,15,962.00,14430.00,South,Upi,April    ,2026
ORD23169,CUST14168,Priya Verma,PROD13269,Eraser,Stationary,2026-04-04,9,4518.00,40662.00,North,Credit Card,April    ,2026
ORD23170,CUST14169,Amit Singh,PROD13270,Thermos,Home,2026-04-04,18,4634.00,83412.00,East,Debit Card,April    ,2026
ORD23171,CUST14170,Rahul Sharma,PROD13271,Treadmill,Accessories,2026-04-04,16,5259.00,84144.00,North,Credit Card,April    ,2026
ORD23172,CUST14171,Neha Gupta,PROD13272,Moisturizer,Skin Care,2026-04-04,1,7605.00,7605.00,West,Cod,April    ,2026
ORD23173,CUST14172,Rahul Sharma,PROD13273,Board Game,Game,2026-04-04,1,3883.00,3883.00,South,Upi,April    ,2026
ORD23174,CUST14173,Arjun Reddy,PROD13274,Phone Case,Accessories,2026-04-04,11,4333.00,47663.00,North,Credit Card,April    ,2026
ORD23175,CUST14174,John Mathew,PROD13275,Cushion,Home Decor,2026-04-04,11,5653.00,62183.00,East,Debit Card,April    ,2026
ORD23176,CUST14175,Daniel George,PROD13276,Smartwatch,Accessories,2026-04-04,12,1649.00,19788.00,North,Credit Card,April    ,2026
ORD23177,CUST14176,Ali Khan,PROD13277,Keyboard,Electronics,2026-04-04,12,3529.00,42348.00,West,Cod,April    ,2026
ORD23178,CUST14177,Rajesh Yadav,PROD13278,Flip Flops,Fashion,2026-04-04,1,4617.00,4617.00,South,Upi,April    ,2026
ORD23179,CUST14178,Ramesh Gupta,PROD13279,Hoodie,Fashion,2026-04-04,2,4669.00,9338.00,North,Credit Card,April    ,2026
ORD23180,CUST14179,Harsh Vardhan,PROD13280,Sunglasses,Accessories,2026-04-04,13,8885.00,115505.00,East,Debit Card,April    ,2026
ORD23181,CUST14180,Aditya Roy,PROD13281,Wardrobe,Furniture,2026-04-04,2,3476.00,6952.00,North,Credit Card,April    ,2026
ORD23182,CUST14181,Priya Verma,PROD13282,Toaster,Electronics,2026-04-04,2,7189.00,14378.00,West,Cod,April    ,2026
ORD23183,CUST14182,Sneha Iyer,PROD13283,Marker,Stationary,2026-04-04,7,3271.00,22897.00,South,Upi,April    ,2026
ORD23184,CUST14183,David Thomas,PROD13284,Shampoo,Skin Care,2026-04-04,8,4913.00,39304.00,North,Credit Card,April    ,2026
ORD23185,CUST14184,Rachel D'Silva,PROD13285,Bluetooth Headphones,Electronics,2026-04-04,14,4691.00,65674.00,East,Debit Card,April    ,2026
ORD23186,CUST14185,Omar Sheikh,PROD13286,Mouse,Electronics,2026-04-04,8,7105.00,56840.00,North,Credit Card,April    ,2026
ORD23187,CUST14186,Sunita Mishra,PROD13287,Heels,Fashion,2026-04-04,14,2127.00,29778.00,West,Cod,April    ,2026
ORD23188,CUST14187,Suresh Agarwal,PROD13288,Sweater,Fashion,2026-04-04,12,1929.00,23148.00,South,Upi,April    ,2026
ORD23189,CUST14188,Ritika Kapoor,PROD13289,Cap,Fashion,2026-04-04,16,9399.00,150384.00,North,Credit Card,April    ,2026
ORD23190,CUST14189,Shruti Das,PROD13290,Study Table,Furniture,2026-04-04,17,629.00,10693.00,East,Debit Card,April    ,2026
ORD23191,CUST14190,Amit Singh,PROD13291,Induction Cooktop,Electronics,2026-04-04,13,9184.00,119392.00,North,Credit Card,April    ,2026
ORD23192,CUST14191,Karan Malhotra,PROD13292,Marker,Stationary,2026-04-04,15,2220.00,33300.00,West,Cod,April    ,2026
ORD23193,CUST14192,Michael D'Souza,PROD13293,Diary,Stationary,2026-04-04,9,2723.00,24507.00,South,Upi,April    ,2026
ORD23194,CUST14193,Maria Fernandes,PROD13294,Bluetooth Headphones,Electronics,2026-04-04,10,3645.00,36450.00,North,Credit Card,April    ,2026
ORD23195,CUST14194,Imran Hussain,PROD13295,Heels,Fashion,2026-04-04,7,385.00,2695.00,East,Debit Card,April    ,2026
ORD23196,CUST14195,Deepak Tiwari,PROD13296,Hair Oil,Skin Care,2026-04-04,1,4409.00,4409.00,North,Credit Card,April    ,2026
ORD23197,CUST14196,Anita Jain,PROD13297,Wireless Earbuds,Electronics,2026-04-04,13,8651.00,112463.00,West,Cod,April    ,2026
ORD23198,CUST14197,Varun Dhawan,PROD13298,Monitor,Electronics,2026-04-04,1,8635.00,8635.00,South,Upi,April    ,2026
ORD23200,CUST14199,Neha Gupta,PROD13300,Kurta,Fashion,2026-04-04,13,3239.00,42107.00,East,Debit Card,April    ,2026
ORD23201,CUST14200,Simran Kaur,PROD13301,Sandals,Fashion,2026-04-04,19,6194.00,117686.00,North,Credit Card,April    ,2026
ORD23202,CUST14201,Chris Fernandes,PROD13302,Printer,Electronics,2026-04-04,16,4037.00,64592.00,West,Cod,April    ,2026
ORD23203,CUST14202,Samuel Joseph,PROD13303,Saree,Fashion,2026-04-04,4,3188.00,12752.00,South,Upi,April    ,2026
ORD23204,CUST14203,Faizan Ansari,PROD13304,Coffee Maker,Electronics,2026-04-04,7,3767.00,26369.00,North,Credit Card,April    ,2026
